	Tweet ID	Tweet	(1) Very Negative	(2) Negative	(3) Neutral	(4) Positive	(5) Strongly Positive	NA	Majority	masked_tweet	insert_tweet	num_vulgar
50	874730306439442432	i added a video to a <USER> playlist <URL> fergie  london bridge oh shit hq	0	1	6	1	0	0	3	i added a video to a <USER> playlist <URL> fergie  london bridge oh <VG> hq	i added a video to a <USER> playlist <URL> fergie  london bridge oh shit <VG> hq	1
51	936468864136708096	okay i need to come out about this even tho lots have said this already but i need to let it out i fucking c <URL>	0	5	2	1	0	0	2	okay i need to come out about this even tho lots have said this already but i need to let it out i <VG> c <URL>	okay i need to come out about this even tho lots have said this already but i need to let it out i fucking <VG> c <URL>	1
52	210135368958357504	<USER> i think you mean sexy fierce bitch	0	0	2	3	3	0	2	<USER> i think you mean sexy fierce <VG>	<USER> i think you mean sexy fierce bitch <VG>	1
53	118371405971730433	so i felt like the biggest asshole u_u	3	3	1	0	0	1	1	so i felt like the biggest <VG> u_u	so i felt like the biggest asshole <VG> u_u	1
54	311298031716818944	10 pieces of no bullshit advice for entrepreneurs <URL>	2	0	5	0	1	0	3	10 pieces of no <VG> advice for entrepreneurs <URL>	10 pieces of no bullshit <VG> advice for entrepreneurs <URL>	1
55	623304366007709696	what the hell is wrong with america who in their right mind would send moises home sytycd	4	5	0	0	0	0	2	what the <VG> is wrong with america who in their right mind would send moises home sytycd	what the hell <VG> is wrong with america who in their right mind would send moises home sytycd	1
56	610536164248956928	what the fuck is that rap though	4	3	2	0	0	0	2	what the <VG> is that rap though	what the fuck <VG> is that rap though	1
57	669771959404728320	sneak peek of a contribution i'm doing for a kick ass project wip workinprogress ziggystardust davidbowie <URL>	0	0	1	4	4	0	2	sneak peek of a contribution i'm doing for a kick <VG> project wip workinprogress ziggystardust davidbowie <URL>	sneak peek of a contribution i'm doing for a kick ass <VG> project wip workinprogress ziggystardust davidbowie <URL>	1
58	565919769044746240	<USER> <USER> that is some cool shit	0	0	0	5	4	0	4	<USER> <USER> that is some cool <VG>	<USER> <USER> that is some cool shit <VG>	1
59	732217753281662976	so pissed i'm missing work like i could have a sinus infection and still do everything i can to work like why do i have an old lady body	2	6	1	0	0	0	2	so <VG> i'm missing work like i could have a sinus infection and still do everything i can to work like why do i have an old lady body	so pissed <VG> i'm missing work like i could have a sinus infection and still do everything i can to work like why do i have an old lady body	1
60	747086589373857792	what can i do i'm going through hell getting over you but it don't hurt it don't hurt like it used to	1	6	2	0	0	0	2	what can i do i'm going through <VG> getting over you but it don't hurt it don't hurt like it used to	what can i do i'm going through hell <VG> getting over you but it don't hurt it don't hurt like it used to	1
61	576584096446578688	just found out my step dad is meeting lil boosie on sunday and im not gonna be there and im pissed	4	5	0	0	0	0	2	just found out my step dad is meeting lil boosie on sunday and im not gonna be there and im <VG>	just found out my step dad is meeting lil boosie on sunday and im not gonna be there and im pissed <VG>	1
62	197509521810276353	my ra i know its not quiet hours but people are complaining damn people	3	5	1	0	0	0	2	my ra i know its not quiet hours but people are complaining <VG> people	my ra i know its not quiet hours but people are complaining damn <VG> people	1
63	102418926473969664	bitches are always worried about the other girl worry about your man cuz clearyyy he got you insecure	1	5	3	0	0	0	2	<VG> are always worried about the other girl worry about your man cuz clearyyy he got you insecure	bitches <VG> are always worried about the other girl worry about your man cuz clearyyy he got you insecure	1
64	169086002923700224	to the dude biting his nails while he's taking a piss thatsgross	1	6	1	0	0	0	2	to the dude biting his nails while he's taking a <VG> thatsgross	to the dude biting his nails while he's taking a piss <VG> thatsgross	1
65	582304658829524992	<USER> the other day i was asked to explain the law of averages to my class luckily i had that dick pic you sent tfln	1	5	2	0	0	0	2	<USER> the other day i was asked to explain the law of averages to my class luckily i had that <VG> pic you sent tfln	<USER> the other day i was asked to explain the law of averages to my class luckily i had that dick <VG> pic you sent tfln	1
66	394282546735116288	o'halloran never liked preds just told hendricks to fuck off on jumbotron reverse that and player gets tossed official get nada <USER>	1	3	4	0	0	0	3	o'halloran never liked preds just told hendricks to <VG> off on jumbotron reverse that and player gets tossed official get nada <USER>	o'halloran never liked preds just told hendricks to fuck <VG> off on jumbotron reverse that and player gets tossed official get nada <USER>	1
67	405075565746851840	i never thought my dad hula hooping would be so damn funny	0	0	0	6	2	0	4	i never thought my dad hula hooping would be so <VG> funny	i never thought my dad hula hooping would be so damn <VG> funny	1
68	211705894726148097	still in shock hope pacquiao says fuck corrupt boxing and retires boxing is dead pacbradley	2	6	0	0	0	0	2	still in shock hope pacquiao says <VG> corrupt boxing and retires boxing is dead pacbradley	still in shock hope pacquiao says fuck <VG> corrupt boxing and retires boxing is dead pacbradley	1
69	287699993463230464	jackass is officially the dumbest movie i have ever seen it's even worse than napoleon dynamite  that's hard to do	3	4	1	0	0	0	2	<VG> is officially the dumbest movie i have ever seen it's even worse than napoleon dynamite  that's hard to do	jackass <VG> is officially the dumbest movie i have ever seen it's even worse than napoleon dynamite  that's hard to do	1
70	561763585777733632	<USER> <USER> damn and i thought my punny hashtag was good	0	2	5	1	0	0	3	<USER> <USER> <VG> and i thought my punny hashtag was good	<USER> <USER> damn <VG> and i thought my punny hashtag was good	1
71	557788039414837249	<USER> you serious pick my ass up	0	5	3	0	0	0	2	<USER> you serious pick my <VG> up	<USER> you serious pick my ass <VG> up	1
72	718237492533686272	<USER> not your business or affair grow up and quit staetig shit porsha should whoop yo ass again cause she on a talk show dumb ass	6	3	0	0	0	0	1	<USER> not your business or affair grow up and quit staetig <VG> porsha should whoop yo <VG> again cause she on a talk show dumb <VG>	<USER> not your business or affair grow up and quit staetig shit <VG> porsha should whoop yo ass <VG> again cause she on a talk show dumb ass <VG>	3
73	778781281735806976	the amount of times i've muttered oh fuck no ahs6	1	4	4	0	0	0	2	the amount of times i've muttered oh <VG> no ahs6	the amount of times i've muttered oh fuck <VG> no ahs6	1
74	901728822860685312	<USER> <USER> <USER> i think you say shit because you really have nothing to say at all..like this.g <URL>	0	9	0	0	0	0	2	<USER> <USER> <USER> i think you say <VG> because you really have nothing to say at all..like this.g <URL>	<USER> <USER> <USER> i think you say shit <VG> because you really have nothing to say at all..like this.g <URL>	1
75	807083881069420544	<USER> eggplant what the hell	0	7	2	0	0	0	2	<USER> eggplant what the <VG>	<USER> eggplant what the hell <VG>	1
76	919891502544904193	losing 1-0 in the last 12 seconds sucks ass	2	7	0	0	0	0	2	losing 1-0 in the last 12 seconds sucks <VG>	losing 1-0 in the last 12 seconds sucks ass <VG>	1
77	208642577954648064	the majority doesn't always rule i am only into the one true god and he is jesus to try to tell me ne thing else is straight out of hell	1	2	3	2	1	0	3	the majority doesn't always rule i am only into the one true god and he is jesus to try to tell me ne thing else is straight out of <VG>	the majority doesn't always rule i am only into the one true god and he is jesus to try to tell me ne thing else is straight out of hell <VG>	1
78	564523942719680512	<USER> <USER> losing only makes you want to win that much more <USER> will be experienced amp hungry as hell next season	0	1	4	3	1	0	3	<USER> <USER> losing only makes you want to win that much more <USER> will be experienced amp hungry as <VG> next season	<USER> <USER> losing only makes you want to win that much more <USER> will be experienced amp hungry as hell <VG> next season	1
79	917389830476173312	im just tryna eat a granola bar in my car before class but this shit's crumbling everywhere i feel like im in a damn avalanche jfc	1	5	2	1	0	0	2	im just tryna eat a granola bar in my car before class but this shit's crumbling everywhere i feel like im in a <VG> avalanche jfc	im just tryna eat a granola bar in my car before class but this shit's crumbling everywhere i feel like im in a damn <VG> avalanche jfc	1
80	468549718965256193	<USER> where my damn soda	1	8	0	0	0	0	2	<USER> where my <VG> soda	<USER> where my damn <VG> soda	1
81	376355790174420993	<USER> she really has no reason to lie and come out now the trial is over put the guns away and fight with ur hands pussy	4	4	0	0	0	0	2	<USER> she really has no reason to lie and come out now the trial is over put the guns away and fight with ur hands <VG>	<USER> she really has no reason to lie and come out now the trial is over put the guns away and fight with ur hands pussy <VG>	1
82	99197493887246336	<USER> twat twat	4	4	0	0	0	0	2	<USER> <VG> <VG>	<USER> twat <VG> twat <VG>	2
83	379419160864112640	<USER> bitch on a leash..#bitch	1	6	0	0	0	1	2	<USER> <VG> on a leash..#bitch	<USER> bitch <VG> on a leash..#bitch	1
84	230480077652115459	<USER> i just like being an ass	1	5	1	1	0	0	2	<USER> i just like being an <VG>	<USER> i just like being an ass <VG>	1
85	673656862252773377	<USER> damn would have thought someone would have grabbed it right up	2	2	2	2	0	0	2	<USER> <VG> would have thought someone would have grabbed it right up	<USER> damn <VG> would have thought someone would have grabbed it right up	1
86	846163997086777344	<USER> she wasn't quite as annoying but i still can't stand her or that tired ass wig rhoa	1	7	0	0	0	0	2	<USER> she wasn't quite as annoying but i still can't stand her or that tired <VG> wig rhoa	<USER> she wasn't quite as annoying but i still can't stand her or that tired ass <VG> wig rhoa	1
87	866421226863968256	<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> bruh really damn i'm 17	0	1	6	0	0	1	3	<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> bruh really <VG> i'm 17	<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> bruh really damn <VG> i'm 17	1
88	917843695868682241	<USER> bish ass wtf	1	7	0	0	0	0	2	<USER> bish <VG> wtf	<USER> bish ass <VG> wtf	1
89	789856738627510272	fuck off burnley..this is like watching fifa 17 sit back and hope for a counter	1	4	2	0	0	1	2	<VG> off burnley..this is like watching fifa 17 sit back and hope for a counter	fuck <VG> off burnley..this is like watching fifa 17 sit back and hope for a counter	1
90	922757219569020928	<USER> i fucking hope not ewwww	2	4	2	0	0	0	2	<USER> i <VG> hope not ewwww	<USER> i fucking <VG> hope not ewwww	1
91	551085579807776768	<USER> we're driving through tn and stopped at a cracker barrel for breakfast	0	1	5	2	1	0	3	<USER> we're driving through tn and stopped at a <VG> barrel for breakfast	<USER> we're driving through tn and stopped at a cracker <VG> barrel for breakfast	1
92	603243787951943680	bad bitch here bad bitch there bad bitches everywhere bblu3poolparty	2	3	4	0	0	0	2	bad <VG> here bad <VG> there bad <VG> everywhere bblu3poolparty	bad bitch <VG> here bad bitch <VG> there bad bitches <VG> everywhere bblu3poolparty	3
93	868830151051591681	i think they pissed him off <URL>	0	6	3	0	0	0	2	i think they <VG> him off <URL>	i think they pissed <VG> him off <URL>	1
94	235932442911993856	<USER> haha damn grapes i hate when they're dry 	0	7	2	0	0	0	2	<USER> haha <VG> grapes i hate when they're dry 	<USER> haha damn <VG> grapes i hate when they're dry 	1
95	388676963914633216	wow hear <USER> powerfully explain how slut shaming becomes victim blaming via <USER> <URL>	0	8	0	1	0	0	2	wow hear <USER> powerfully explain how <VG> shaming becomes victim blaming via <USER> <URL>	wow hear <USER> powerfully explain how slut <VG> shaming becomes victim blaming via <USER> <URL>	1
96	59765331832479744	<USER> 1st time really listening to wiz aside from b  y he's pretty damn good	0	0	0	6	3	0	4	<USER> 1st time really listening to wiz aside from b  y he's pretty <VG> good	<USER> 1st time really listening to wiz aside from b  y he's pretty damn <VG> good	1
97	20040183162	<USER> thats what we've been called.nigga means the same to us as wetback would mean to you	2	6	1	0	0	0	2	<USER> thats what we've been called.nigga means the same to us as <VG> would mean to you	<USER> thats what we've been called.nigga means the same to us as wetback <VG> would mean to you	1
98	459336461922607104	<USER> you my friend are a living breathing piece of shit drops mic	7	2	0	0	0	0	1	<USER> you my friend are a living breathing piece of <VG> drops mic	<USER> you my friend are a living breathing piece of shit <VG> drops mic	1
99	345311887090671616	not a damn thing on tv tonight i won't be watching nba finals hockey was hot last night damn 5+hrs game go hawks maybe a movie 2n	0	4	4	1	0	0	3	not a <VG> thing on tv tonight i won't be watching nba finals hockey was hot last night <VG> 5+hrs game go hawks maybe a movie 2n	not a damn <VG> thing on tv tonight i won't be watching nba finals hockey was hot last night damn <VG> 5+hrs game go hawks maybe a movie 2n	2
100	511487555963858945	you know i am going thru hell right now in pain losing the ability to use my left arm not a day goes by that i <URL>	1	8	0	0	0	0	2	you know i am going thru <VG> right now in pain losing the ability to use my left arm not a day goes by that i <URL>	you know i am going thru hell <VG> right now in pain losing the ability to use my left arm not a day goes by that i <URL>	1
101	15449458359	<USER> i didn't get that from at all do u not like her she was pretty tame compared to prostitution whore which was great btw	0	4	2	2	0	0	2	<USER> i didn't get that from at all do u not like her she was pretty tame compared to prostitution <VG> which was great btw	<USER> i didn't get that from at all do u not like her she was pretty tame compared to prostitution whore <VG> which was great btw	1
102	846957162236653569	i try not to get mad at the little stuff but he most definitely just pissed me off	2	5	1	0	0	0	2	i try not to get mad at the little stuff but he most definitely just <VG> me off	i try not to get mad at the little stuff but he most definitely just pissed <VG> me off	1
103	857793140035649537	not gonna lie jabrill peppers going 25 to cleveland is bittersweet  he's a 1st rd pick but damn  it's the browns  goblue	0	3	3	2	0	0	3	not gonna lie jabrill peppers going 25 to cleveland is bittersweet  he's a 1st rd pick but <VG>  it's the browns  goblue	not gonna lie jabrill peppers going 25 to cleveland is bittersweet  he's a 1st rd pick but damn <VG>  it's the browns  goblue	1
104	827907545079627777	<USER> i mean i knew someone was gonna die but geez didn't think you were that hell bent on breaking all hearts vampirediaries	0	6	2	0	0	0	2	<USER> i mean i knew someone was gonna die but geez didn't think you were that <VG> bent on breaking all hearts vampirediaries	<USER> i mean i knew someone was gonna die but geez didn't think you were that hell <VG> bent on breaking all hearts vampirediaries	1
105	637087982147776512	my mom is pissed cause i'm rolling around on my carpet in defeat instead of packing my shit for school tsu	0	6	2	0	0	0	2	my mom is <VG> cause i'm rolling around on my carpet in defeat instead of packing my <VG> for school tsu	my mom is pissed <VG> cause i'm rolling around on my carpet in defeat instead of packing my shit <VG> for school tsu	2
106	637271718025928708	new get ready for one hell of a fast paced crazy ride wrath <USER> <USER> <URL> <URL>	0	1	4	1	1	1	3	new get ready for one <VG> of a fast paced crazy ride wrath <USER> <USER> <URL> <URL>	new get ready for one hell <VG> of a fast paced crazy ride wrath <USER> <USER> <URL> <URL>	1
107	299604305827229696	<USER> damn i'm hungry...where to lunch <USER> currently on dickinson just off passyunk	0	1	5	2	0	0	3	<USER> <VG> i'm hungry...where to lunch <USER> currently on dickinson just off passyunk	<USER> damn <VG> i'm hungry...where to lunch <USER> currently on dickinson just off passyunk	1
108	906925105317543936	i love the power mv because everyone's like oh shit we're gonna die and jongdae is just there like 3c	0	2	4	2	0	0	3	i love the power mv because everyone's like oh <VG> we're gonna die and jongdae is just there like 3c	i love the power mv because everyone's like oh shit <VG> we're gonna die and jongdae is just there like 3c	1
109	500139133088854016	i dislike when girls exaggerate the way they walk to make their ass look good	1	6	1	0	0	0	2	i dislike when girls exaggerate the way they walk to make their <VG> look good	i dislike when girls exaggerate the way they walk to make their ass <VG> look good	1
110	332369740322443264	jodi arias is such a fame whore she just got covicted for murder and then go straight for the camera no remorse she def deserve to fry	5	2	1	0	0	0	1	jodi arias is such a fame <VG> she just got covicted for murder and then go straight for the camera no remorse she def deserve to fry	jodi arias is such a fame whore <VG> she just got covicted for murder and then go straight for the camera no remorse she def deserve to fry	1
111	526580329734103041	<USER> this fucked me up <URL> omg	1	5	2	0	0	0	2	<USER> this <VG> me up <URL> omg	<USER> this fucked <VG> me up <URL> omg	1
112	372215327826124801	some nigga came in my yard the foot steps led to my ashtray lookin for some of my clips nigga huh	0	5	3	0	0	0	2	some <VG> came in my yard the foot steps led to my ashtray lookin for some of my clips <VG> huh	some nigga <VG> came in my yard the foot steps led to my ashtray lookin for some of my clips nigga <VG> huh	2
113	600482342214336513	ding dong the bitch is gone teamviolet teamvioletchachki	1	5	0	1	0	1	2	ding dong the <VG> is gone teamviolet teamvioletchachki	ding dong the bitch <VG> is gone teamviolet teamvioletchachki	1
114	372183545420464128	<USER> <USER> <USER> i agree...aleks should have backed her up kind of a bitch move if you ask me belowdeck	1	6	1	0	0	0	2	<USER> <USER> <USER> i agree...aleks should have backed her up kind of a <VG> move if you ask me belowdeck	<USER> <USER> <USER> i agree...aleks should have backed her up kind of a bitch <VG> move if you ask me belowdeck	1
115	146497200921391104	karma is a bitch	0	6	2	0	0	0	2	karma is a <VG>	karma is a bitch <VG>	1
